uuid,first_name,last_name,email_address,number_of_vists,time_spent,amount_spent,date_of_visits
986e2612,Joshua,Robert,antoniofitzpatrick@example.org,83,7.92,13.5,1972-06-04
754851ce,Sean,Eric,ghenderson@example.com,78,0.96,37.5,2013-03-06
0c2b5538,Carla,Stacy,carla29@example.com,75,7.76,26.5,2012-09-08
74369239,Elizabeth,Gloria,linda23@example.com,7,3.52,28.96,1970-07-18
cd2142c5,Angela,Robert,robertgonzalez@example.com,52,2.24,17.5,1986-09-26
4db34bd6,Nicholas,Brenda,evanssara@example.com,64,6.4,44.5,1979-04-26
2b7b776c,Anna,Carlos,nicholasliu@example.com,45,6.72,2.5,2009-11-25
7f55befe,Karen,Rachel,taylorscott@example.com,58,6.64,19.5,1995-08-08
bfa0ffb0,Carmen,Nicole,taylor67@example.com,44,3.36,37.0,1984-12-26
29c76cb8,Brian,Ricky,jmurray@example.org,8,2.08,17.5,2015-10-28
7fabc80e,Michael,Bryan,idavis@example.net,40,3.52,31.5,1983-04-26
a703ede9,Deborah,Michael,kristin98@example.com,52,2.96,22.5,1988-01-20
1f87b971,Anthony,Tamara,christineyoder@example.com,15,4.64,12.5,2001-12-28
8968cc0a,Brittany,Cathy,camposphilip@example.com,65,1.84,5.5,1980-04-21
603cc552,Edward,Ryan,fordkathryn@example.net,18,2.24,11.5,2002-12-21
a9d2ce7e,Christina,Hannah,fcombs@example.org,92,5.92,30.5,1982-09-25
d392958b,Edgar,Monica,maria15@example.net,31,0.8,49.0,2019-12-02
